ClassName,Changes,TotalCommits
Fuzzer,13,98
TypeCheckTest,294,2818
FuzzerTest,10,98
Driver,8,98
ScopeManager,3,37
DefaultPassConfig,206,2849
IntegrationTest,81,1259
Compiler,178,2849
NodeUtil,161,2849
CompilerOptions,144,2849
TypedScopeCreator,130,2849
TypeInference,129,2849
PeepholeMinimizeConditions,16,369
TypeCheck,122,2849
ControlledRandom,4,98
CommandLineRunnerTest,111,2763
DiscreteDistribution,3,77
IRFactory,103,2849
FunctionType,100,2849
AbstractCommandLineRunner,96,2763
Node,95,2849
SymbolTable,55,1670
JSType,93,2849
CodeGenerator,88,2849
SymbolTableTest,51,1670
JsDocInfoParser,87,2849
PeepholeMinimizeConditionsTest,11,369
CommandLineRunner,82,2763
LooseTypeCheckTest,80,2702
Expression,2,68
JSTypeRegistry,82,2849
PeepholeSubstituteAlternateSyntax,76,2661
PeepholeFoldConstants,75,2649
JsDocInfoParserTest,79,2839
CodePrinterTest,79,2849
ParserTest,76,2839
JSTypeTest,75,2837
Statement,2,77
FunctionTypeBuilder,72,2849
DiagnosticGroups,69,2849
PeepholeFoldConstantsTest,60,2640
TypedScopeCreatorTest,62,2849
ProcessClosurePrimitives,61,2849
PeepholeSubstituteAlternateSyntaxTest,56,2640
StringGenerator,2,98
TypeValidator,58,2849
ProxyObjectType,57,2849
CheckAccidentalSemicolon,14,716
ObjectType,54,2849
CompilerTestCase,54,2849
CheckEventfulObjectDisposalTest,6,325
CheckEventfulObjectDisposal,6,325
NodeUtilTest,52,2849
RemoveUnusedVars,51,2849
PrototypeObjectType,51,2849
AngularPass,10,582
PeepholeRemoveDeadCode,45,2653
CollapseProperties,47,2849
VarCheck,47,2849
Scope,46,2849
GlobalNamespace,46,2849
NameAnalyzer,46,2849
ModificationVisitor,16,994
TypeInferenceTest,45,2849
DisambiguateProperties,45,2849
JSDocInfo,45,2849
TemplateTypeMapReplacer,7,452
InlineFunctionsTest,44,2849
IRFactoryTest,43,2839
Normalize,43,2849
AbstractCompiler,43,2849
NamespaceType,3,200
InlineFunctions,42,2849
ClosureCodingConvention,42,2849
CompilationLevel,41,2849
UnionType,41,2849
NamedType,41,2849
AngularPassTest,8,582
CodePrinter,39,2849
ConstParamCheck,1,75
ConstParamCheckTest,1,75
FunctionTypeTest,35,2677
MultiPassTest,6,460
DisambiguatePropertiesTest,37,2849
JSDocInfoBuilder,37,2849
ExternExportsPass,37,2849
PureFunctionIdentifier,37,2849
SourceMapConsumerV3Test,1,78
CodingConvention,36,2849
FunctionInjector,36,2849
ScopedAliases,33,2683
TemplateTypeMap,7,576
PeepholeReplaceKnownMethods,21,1757
SourceMap,34,2849
