ClassName,Changes,TotalCommits
DefaultPassConfig,14,123
GlobalVarReferenceMap,1,9
TypeCheckTest,9,123
SourceMapSupplier,1,15
ProcessClosurePrimitives,8,123
Compiler,8,123
CompilerOptions,6,123
RegExpTree,2,43
CaseCanonicalize,2,43
PeepholeSimplifyRegExpTest,2,44
TypeCheck,5,123
CollapseProperties,5,123
FunctionType,5,123
PrototypeObjectType,5,123
CodePrinterTest,5,123
SourceMapGeneratorV3,4,108
SourceMapGeneratorV2,4,123
NameAnalyzer,4,123
JsDocInfoParser,4,123
JsDocInfoParserTest,4,123
InstanceObjectType,4,123
VarCheck,4,123
TypedCodeGenerator,4,123
CheckGlobalNames,4,123
ClosureOptimizePrimitivesTest,3,93
ClosureOptimizePrimitives,3,93
HotSwapCompilerPass,3,106
SourceMapConsumerV3,3,108
SourceMapTestCase,3,108
InlineObjectLiterals,2,72
SourceMapGeneratorV3Test,3,108
GlobalNamespace,3,123
ObjectType,3,123
FunctionPrototypeType,3,123
NodeUtil,3,123
FunctionTypeBuilder,3,123
SourceMapLineDecoder,3,123
NameAnalyzerTest,3,123
AstValidatorTest,3,123
GraphPruner,1,41
GraphPrunerTest,1,41
AstValidator,3,123
AbstractCompiler,3,123
DisambiguateProperties,3,123
TypeValidator,3,123
DiagnosticGroups,3,123
CodeGenerator,3,123
SourceMapGeneratorV2Test,3,123
CommandLineRunnerTest,3,123
CheckAccessControls,3,123
TypeInference,3,123
SourceFile,3,123
CharRanges,1,43
PeepholeSimplifyRegExp,1,44
CharRangesTest,1,44
JSTypeTest,2,123
SuppressDocWarningsGuard,2,123
LooseTypeCheckTest,2,123
SourceMapGeneratorV1Test,2,123
SourceMapConsumerV2,2,123
Node,2,123
SourceMap,2,123
ScopedAliases,2,123
TypedScopeCreator,2,123
RemoveUnusedVarsTest,2,123
RemoveUnusedVars,2,123
PassConfig,2,123
PeepholeSubstituteAlternateSyntax,2,123
PeepholeSubstituteAlternateSyntaxTest,2,123
SourceMapConsumerFactory,2,123
AbstractCommandLineRunner,2,123
DiagnosticGroupWarningsGuard,2,123
FlowSensitiveInlineVariables,2,123
CoalesceVariableNames,2,123
ComposeWarningsGuard,2,123
FunctionInjector,2,123
CheckGlobalNamesTest,2,123
CheckAccessControlsTest,2,123
InlineObjectLiteralsTest,1,72
Base64VLQTest,1,108
Base64VLQ,1,108
Base64Test,1,108
Base64,1,108
SourceMapConsumerV2Test,1,123
CompilerInput,1,123
SourceMapFormat,1,123
SourceMapGenerator,1,123
JSDocInfoBuilder,1,123
ConstCheckTest,1,123
CompilerTest,1,123
SourceMapConsumerV1Test,1,123
SourceMapGeneratorV1,1,123
ControlStructureCheck,1,123
SimpleDefinitionFinder,1,123
SideEffectsAnalysis,1,123
SourceMapGeneratorFactory,1,123
CoalesceVariableNamesTest,1,123
CommandLineRunner,1,123
CombinedCompilerPass,1,123
CollapsePropertiesTest,1,123
CodingConvention,1,123
ControlStructureCheckTest,1,123
SourceMapSection,1,123
CheckRequiresForConstructors,1,123
CheckRegExp,1,123
StrictWarningsGuard,1,123
CheckProvides,1,123
SyntacticScopeCreator,1,123
TypedScopeCreatorTest,1,123
AnalyzePrototypeProperties,1,123
VariableReferenceCheck,1,123
ShowByPathWarningsGuard,1,123
ReplaceMessagesTest,1,123
Scope,1,123
PeepholeFoldConstantsTest,1,123
PassFactory,1,123
FunctionArgumentInjector,1,123
ParserTest,1,123
OptimizeReturns,1,123
OptimizeParameters,1,123
FunctionToBlockMutator,1,123
FunctionTypeTest,1,123
GlobalNamespaceTest,1,123
InlineFunctions,1,123
MessageBundle,1,123
MemoizedScopeCreator,1,123
InlineFunctionsTest,1,123
JsonMLAst,1,123
InlineVariables,1,123
JSDocInfo,1,123
PeepholeFoldConstants,1,123
PeepholeRemoveDeadCode,1,123
RuntimeTypeCheck,1,123
FlowSensitiveInlineVariablesTest,1,123
JSModuleGraph,1,123
RenameLabelsTest,1,123
RenameLabels,1,123
DataFlowAnalysis,1,123
DeadAssignmentsElimination,1,123
DiagnosticGroup,1,123
ReferenceCollectingCallback,1,123
RecordType,1,123
ProcessDefinesTest,1,123
ProcessDefines,1,123
ProcessClosurePrimitivesTest,1,123
DiagnosticType,1,123
PrepareAst,1,123
DisambiguatePropertiesTest,1,123
ExternExportsPass,1,123
WarningsGuard,1,123
