ClassName,Changes,TotalCommits
CharBuffer,8,847
CSVParser,29,888
CSVPrinter,11,888
CSVStrategy,14,868
CSVUtils,7,863
ExtendedBufferedReader,10,888
CSVConfigGuesser,6,878
CSVConfig,6,878
CSVField,5,878
CSVWriter,8,878
Assertions,4,193
CharBuffer,7,761
Constants,16,521
CSVFormat,203,751
CSVLexer,55,681
CSVParser,139,761
CSVPrinter,83,761
CSVRecord,50,677
CSVStrategy,5,761
CSVUtils,7,761
ExtendedBufferedReader,32,761
Lexer,58,215
package-info,9,570
Quote,7,479
QuoteMode,1,28
Token,17,656
UnicodeUnescapeReader,6,723
CSVConfigGuesser,2,761
CSVConfig,4,761
CSVField,2,761
CSVWriter,2,761
AllTests,4,846
FormatTests,1,889
AssertionsTest,2,193
CharBufferTest,5,761
CSVFileParserTest,27,624
CSVFormatBuilderTest,16,420
CSVFormatTest,64,751
CSVLexer130663,2,592
CSVLexer1306663,14,588
CSVLexer1306667,14,578
CSVLexer1,17,649
CSVLexer3,10,602
CSVLexerTest,61,721
CSVParserTest,117,761
CSVPrinterTest,58,761
CSVRecordBooleanTest,4,234
CSVRecordIntTest,2,230
CSVRecordLongTest,2,231
CSVRecordTest,16,322
CSVStrategyTest,4,761
CSVUtilsTest,3,761
ExtendedBufferedReaderTest,22,761
FercGovTest,6,246
LexerTest,6,170
PerformanceTest,20,673
PerformanceTest,17,567
TokenMatchers,4,334
TokenMatchersTest,1,334
Utils,7,586
CSVConfigGuesserTest,2,761
CSVConfigTest,2,761
CSVFieldTest,2,761
CSVWriterTest,2,761
AllTests,4,846
CharBufferTest,5,847
CSVParserTest,18,888
CSVPrinterTest,11,888
CSVStrategyTest,10,868
CSVUtilsTest,5,863
ExtendedBufferedReaderTest,8,888
AllTests,3,846
CSVConfigGuesserTest,5,877
CSVConfigTest,5,877
CSVFieldTest,5,877
CSVWriterTest,6,877
