ClassName,Changes,TotalCommits
CharBuffer,8,758
CSVParser,29,799
CSVPrinter,11,799
CSVStrategy,14,779
CSVUtils,7,774
ExtendedBufferedReader,10,799
CSVConfigGuesser,6,789
CSVConfig,6,789
CSVField,5,789
CSVWriter,8,789
Assertions,4,104
CharBuffer,7,672
Constants,16,432
CSVFormat,172,662
CSVLexer,55,592
CSVParser,123,672
CSVPrinter,72,672
CSVRecord,45,588
CSVStrategy,5,672
CSVUtils,7,672
ExtendedBufferedReader,32,672
Lexer,53,126
package-info,9,481
Quote,6,390
Token,17,567
UnicodeUnescapeReader,6,634
CSVConfigGuesser,2,672
CSVConfig,4,672
CSVField,2,672
CSVWriter,2,672
AllTests,4,757
FormatTests,1,800
AssertionsTest,2,104
CharBufferTest,5,672
CSVFileParserTest,24,535
CSVFormatBuilderTest,16,331
CSVFormatTest,51,662
CSVLexer130663,2,503
CSVLexer1306663,14,499
CSVLexer1306667,14,489
CSVLexer1,17,560
CSVLexer3,10,513
CSVLexerTest,61,632
CSVParserTest,102,672
CSVPrinterTest,50,672
CSVRecordBooleanTest,4,145
CSVRecordIntTest,2,141
CSVRecordLongTest,2,142
CSVRecordTest,13,233
CSVStrategyTest,4,672
CSVUtilsTest,3,672
ExtendedBufferedReaderTest,22,672
FercGovTest,6,157
LexerTest,2,81
PerformanceTest,20,584
PerformanceTest,17,478
TokenMatchers,4,245
TokenMatchersTest,1,245
Utils,7,497
CSVConfigGuesserTest,2,672
CSVConfigTest,2,672
CSVFieldTest,2,672
CSVWriterTest,2,672
AllTests,4,757
CharBufferTest,5,758
CSVParserTest,18,799
CSVPrinterTest,11,799
CSVStrategyTest,10,779
CSVUtilsTest,5,774
ExtendedBufferedReaderTest,8,799
AllTests,3,757
CSVConfigGuesserTest,5,788
CSVConfigTest,5,788
CSVFieldTest,5,788
CSVWriterTest,6,788
