ClassName,Changes,TotalCommits
CharBuffer,8,1089
CSVParser,29,1130
CSVPrinter,11,1130
CSVStrategy,14,1110
CSVUtils,7,1105
ExtendedBufferedReader,10,1130
CSVConfigGuesser,6,1120
CSVConfig,6,1120
CSVField,5,1120
CSVWriter,8,1120
Assertions,6,435
CharBuffer,7,1003
Constants,21,763
CSVFormat,255,993
CSVLexer,55,923
CSVParser,164,1003
CSVPrinter,100,1003
CSVRecord,60,919
CSVStrategy,5,1003
CSVUtils,7,1003
ExtendedBufferedReader,36,1003
Lexer,66,457
package-info,9,812
Quote,7,721
QuoteMode,3,270
Token,17,898
UnicodeUnescapeReader,6,965
CSVConfigGuesser,2,1003
CSVConfig,4,1003
CSVField,2,1003
CSVWriter,2,1003
AllTests,4,1088
FormatTests,1,1131
AssertionsTest,2,435
JiraCsv164Test,3,94
JiraCsv167Test,4,94
CharBufferTest,5,1003
CSVBenchmark,5,178
CSVFileParserTest,31,866
CSVFormatBuilderTest,16,662
CSVFormatPredefinedTest,2,158
CSVFormatTest,75,993
CSVLexer130663,2,834
CSVLexer1306663,14,830
CSVLexer1306667,14,820
CSVLexer1,17,891
CSVLexer3,10,844
CSVLexerTest,61,963
CSVParserTest,131,1003
CSVPrinterTest,84,1003
CSVRecordBooleanTest,4,476
CSVRecordIntTest,2,472
CSVRecordLongTest,2,473
CSVRecordTest,19,564
CSVStrategyTest,4,1003
CSVUtilsTest,3,1003
ExtendedBufferedReaderTest,23,1003
FercGovTest,6,488
JiraCsv167Test,6,127
LexerTest,8,412
PerformanceTest,21,915
PerformanceTest,18,809
TokenMatchers,5,576
TokenMatchersTest,1,576
Utils,8,828
CSVConfigGuesserTest,2,1003
CSVConfigTest,2,1003
CSVFieldTest,2,1003
CSVWriterTest,2,1003
AllTests,4,1088
CharBufferTest,5,1089
CSVParserTest,18,1130
CSVPrinterTest,11,1130
CSVStrategyTest,10,1110
CSVUtilsTest,5,1105
ExtendedBufferedReaderTest,8,1130
AllTests,3,1088
CSVConfigGuesserTest,5,1119
CSVConfigTest,5,1119
CSVFieldTest,5,1119
CSVWriterTest,6,1119
