ClassName,Changes,TotalCommits
CharBuffer,8,1187
CSVParser,29,1228
CSVPrinter,11,1228
CSVStrategy,14,1208
CSVUtils,7,1203
ExtendedBufferedReader,10,1228
CSVConfigGuesser,6,1218
CSVConfig,6,1218
CSVField,5,1218
CSVWriter,8,1218
Assertions,8,533
CharBuffer,7,1101
Constants,22,861
CSVFormat,274,1091
CSVLexer,55,1021
CSVParser,181,1101
CSVPrinter,104,1101
CSVRecord,61,1017
CSVStrategy,5,1101
CSVUtils,7,1101
ExtendedBufferedReader,37,1101
Lexer,70,555
package-info,9,910
Quote,7,819
QuoteMode,6,368
Token,18,996
UnicodeUnescapeReader,6,1063
CSVConfigGuesser,2,1101
CSVConfig,4,1101
CSVField,2,1101
CSVWriter,2,1101
AllTests,4,1186
FormatTests,1,1229
AssertionsTest,3,533
JiraCsv164Test,4,192
JiraCsv167Test,4,192
JiraCsv198Test,3,75
CharBufferTest,5,1101
CSVBenchmark,5,276
CSVFileParserTest,32,964
CSVFormatBuilderTest,16,760
CSVFormatPredefinedTest,4,256
CSVFormatTest,81,1091
CSVLexer130663,2,932
CSVLexer1306663,14,928
CSVLexer1306667,14,918
CSVLexer1,17,989
CSVLexer3,10,942
CSVLexerTest,61,1061
CSVParserTest,136,1101
CSVPrinterTest,95,1101
CSVRecordBooleanTest,4,574
CSVRecordIntTest,2,570
CSVRecordLongTest,2,571
CSVRecordTest,19,662
CSVStrategyTest,4,1101
CSVUtilsTest,3,1101
ExtendedBufferedReaderTest,24,1101
FercGovTest,6,586
JiraCsv164Test,1,73
JiraCsv167Test,2,73
JiraCsv198Test,2,73
JiraCsv203Test,3,69
JiraCsv213Test,4,53
JiraCsv167Test,6,225
LexerTest,9,510
PerformanceTest,22,1013
PerformanceTest,19,907
TokenMatchers,5,674
TokenMatchersTest,1,674
Utils,9,926
CSVConfigGuesserTest,2,1101
CSVConfigTest,2,1101
CSVFieldTest,2,1101
CSVWriterTest,2,1101
AllTests,4,1186
CharBufferTest,5,1187
CSVParserTest,18,1228
CSVPrinterTest,11,1228
CSVStrategyTest,10,1208
CSVUtilsTest,5,1203
ExtendedBufferedReaderTest,8,1228
AllTests,3,1186
CSVConfigGuesserTest,5,1217
CSVConfigTest,5,1217
CSVFieldTest,5,1217
CSVWriterTest,6,1217
